source,target,weight,cost
Pierce,R. Gomes,140,0.007142857142857143
Pierce,R. Hollins,4,0.25
Pierce,R. LaFrentz,171,0.005847953216374269
Pierce,R. Rondo,468,0.002136752136752137
Pierce,R. Sessions,2,0.5
Pierce,R. Wallace,110,0.00909090909090909
Pierce,S. Cassell,7,0.14285714285714285
Pierce,S. Erden,12,0.08333333333333333
Pierce,S. Livingston,26,0.038461538461538464
Pierce,S. Marbury,7,0.14285714285714285
Pierce,S. O'Neal,38,0.02631578947368421
Pierce,S. Pavlovic,2,0.5
Pierce,S. Pollard,8,0.125
Pierce,S. Randolph,2,0.5
Pierce,S. Telfair,45,0.022222222222222223
Pierce,S. Williams,12,0.08333333333333333
Pierce,T. Allen,112,0.008928571428571428
Pierce,T. Taylor,2,0.5
Pierce,T. Williams,4,0.25
Pierce,V. Wafer,10,0.1
Pierce,W. Johnson,8,0.125
Pierce,W. Szczerbiak,113,0.008849557522123894
Pietrus,A. Anderson,3,0.3333333333333333
Pietrus,A. Biedrins,26,0.038461538461538464
Pietrus,A. Bradley,6,0.16666666666666666
Pietrus,A. Croshere,4,0.25
Pietrus,A. Foyle,10,0.1
Pietrus,A. Harrington,28,0.03571428571428571
Pietrus,A. Johnson,18,0.05555555555555555
Pietrus,A. Roberson,6,0.16666666666666666
Pietrus,B. Bass,10,0.1
Pietrus,B. Davis,40,0.025
Pietrus,B. Wright,2,0.5
Pietrus,C. Duhon,3,0.3333333333333333
Pietrus,C. Frye,3,0.3333333333333333
Pietrus,C. Lee,9,0.1111111111111111
Pietrus,C. Watson,3,0.3333333333333333
Pietrus,C. Wilcox,4,0.25
Pietrus,D. DeRozan,2,0.5
Pietrus,D. Fisher,14,0.07142857142857142
Pietrus,D. Howard,52,0.019230769230769232
Pietrus,E. Davis,4,0.25
Pietrus,G. Hill,7,0.14285714285714285
Pietrus,H. Turkoglu,14,0.07142857142857142
Pietrus,H. Warrick,6,0.16666666666666666
Pietrus,I. Diogu,6,0.16666666666666666
Pietrus,J. Calderon,9,0.1111111111111111
Pietrus,J. Childress,4,0.25
Pietrus,J. Dudley,12,0.08333333333333333
Pietrus,J. Johnson,4,0.25
Pietrus,J. Nelson,23,0.043478260869565216
Pietrus,J. Powell,2,0.5
Pietrus,J. Redick,38,0.02631578947368421
Pietrus,J. Richardson,53,0.018867924528301886
Pietrus,J. Valanciunas,2,0.5
Pietrus,J. Williams,26,0.038461538461538464
Pietrus,K. Azubuike,30,0.03333333333333333
Pietrus,K. Bogans,3,0.3333333333333333
Pietrus,K. Dooling,3,0.3333333333333333
Pietrus,K. Garnett,10,0.1
Pietrus,M. Barnes,32,0.03125
Pietrus,M. Dunleavy,33,0.030303030303030304
Pietrus,M. Ellis,51,0.0196078431372549
Pietrus,M. Gortat,41,0.024390243902439025
Pietrus,P. Pierce,13,0.07692307692307693
Pietrus,R. Allen,9,0.1111111111111111
Pietrus,R. Alston,16,0.0625
Pietrus,R. Anderson,18,0.05555555555555555
Pietrus,R. Lewis,75,0.013333333333333334
Pietrus,R. Rondo,6,0.16666666666666666
Pietrus,S. Jackson,26,0.038461538461538464
Pietrus,S. Jasikevicius,3,0.3333333333333333
Pietrus,S. Nash,2,0.5
Pietrus,T. Battie,14,0.07142857142857142
Pietrus,T. Murphy,18,0.05555555555555555
Pietrus,V. Carter,8,0.125
Pinkney,D. West,2,0.5
Pinkney,G. Green,2,0.5
Pinkney,L. Powe,4,0.25
Pinkney,R. Rondo,2,0.5
Pinson,A. Crabbe,3,0.3333333333333333
Pinson,A. Lawson,6,0.16666666666666666
Pinson,A. Williams,6,0.16666666666666666
Pinson,C. Chiozza,5,0.2
Pinson,C. Wood,8,0.125
Pinson,D. Bertans,16,0.0625
Pinson,D. Carroll,3,0.3333333333333333
Pinson,D. Finney-Smith,5,0.2
Pinson,D. Jordan,10,0.1
Pinson,D. Musa,23,0.043478260869565216
Pinson,D. Nwaba,10,0.1
Pinson,D. Powell,6,0.16666666666666666
Pinson,E. Davis,4,0.25
Pinson,F. Ntilikina,10,0.1
Pinson,G. Temple,30,0.03333333333333333
Pinson,I. Shumpert,8,0.125
Pinson,J. Allen,4,0.25
Pinson,J. Anderson,2,0.5
Pinson,J. Brunson,3,0.3333333333333333
Pinson,J. Green,10,0.1
Pinson,J. Hardy,18,0.05555555555555555
Pinson,J. Harris,8,0.125
Pinson,J. Holiday,2,0.5
Pinson,J. Martin,2,0.5
Pinson,J. McGee,6,0.16666666666666666
Pinson,K. Faried,8,0.125
Pinson,K. Irving,2,0.5
Pinson,K. Knox II,3,0.3333333333333333
Pinson,K. Porzingis,5,0.2
Pinson,K. Walker,6,0.16666666666666666
Pinson,L. Doncic,2,0.5
Pinson,M. Brown,2,0.5
Pinson,M. Chriss,2,0.5
Pinson,M. Morris,5,0.2
Pinson,M. Wright IV,10,0.1
Pinson,N. Claxton,8,0.125
Pinson,R. Bullock,10,0.1
Pinson,R. Hollis-Jefferson,8,0.125
Pinson,R. Kurucs,10,0.1
Pinson,S. Brown,2,0.5
Pinson,S. Dinwiddie,5,0.2
Pinson,S. Napier,12,0.08333333333333333
Pinson,T. Burke,5,0.2
Pinson,T. Dorsey,3,0.3333333333333333
Pinson,T. Graham,5,0.2
Pinson,T. Hardaway Jr.,6,0.16666666666666666
Pinson,T. Luwawu-Cabarrot,8,0.125
Pinson,T. Prince,12,0.08333333333333333
Pinson,W. Chandler,7,0.14285714285714285
Pippen Jr.,B. Clarke,74,0.013513513513513514
Pippen Jr.,C. Coward,2,0.5
Pippen Jr.,C. Spencer,5,0.2
Pippen Jr.,D. Bane,123,0.008130081300813009
Pippen Jr.,D. Roddy,3,0.3333333333333333
Pippen Jr.,G. Jackson,105,0.009523809523809525
Pippen Jr.,J. Gilyard,3,0.3333333333333333
Pippen Jr.,J. Goodwin,25,0.04
Pippen Jr.,J. Huff,71,0.014084507042253521
Pippen Jr.,J. Jackson Jr.,171,0.005847953216374269
Pippen Jr.,J. Konchar,29,0.034482758620689655
Pippen Jr.,J. LaRavia,76,0.013157894736842105
Pippen Jr.,J. Mashack,4,0.25
Pippen Jr.,J. Morant,28,0.03571428571428571
Pippen Jr.,J. Small,5,0.2
Pippen Jr.,J. Toscano-Anderson,2,0.5
Pippen Jr.,J. Wells,95,0.010526315789473684
Pippen Jr.,K. Caldwell-Pope,2,0.5
Pippen Jr.,K. Nunn,3,0.3333333333333333
Pippen Jr.,L. Kennard,99,0.010101010101010102
Pippen Jr.,L. Stevens,12,0.08333333333333333
Pippen Jr.,M. Bagley III,3,0.3333333333333333
Pippen Jr.,M. Hurt,2,0.5
Pippen Jr.,M. Pereira,8,0.125
Pippen Jr.,M. Smart,19,0.05263157894736842
Pippen Jr.,O. Prosper,19,0.05263157894736842
Pippen Jr.,R. Rupert,2,0.5
Pippen Jr.,S. Aldama,171,0.005847953216374269
Pippen Jr.,T. Hendricks,15,0.06666666666666667
Pippen Jr.,T. Jemison III,14,0.07142857142857142
Pippen Jr.,T. Jerome,7,0.14285714285714285
Pippen Jr.,V. Williams Jr.,17,0.058823529411764705
Pippen Jr.,W. Clayton Jr.,5,0.2
Pippen Jr.,X. Tillman,5,0.2
Pippen Jr.,Z. Edey,32,0.03125
Pippen Jr.,Z. Simpson,3,0.3333333333333333
Pittman,J. Howard,2,0.5
Pittman,L. James,5,0.2
Pittman,M. Chalmers,5,0.2
Pittman,N. Cole,2,0.5
Pittman,S. Battier,6,0.16666666666666666
Pittman,U. Haslem,2,0.5
Planinic,B. Nachbar,6,0.16666666666666666
Planinic,C. Robinson,24,0.041666666666666664
Planinic,J. Collins,3,0.3333333333333333
Planinic,J. Kidd,3,0.3333333333333333
Planinic,J. McInnis,2,0.5
Planinic,J. Thomas,2,0.5
Planinic,J. Vaughn,14,0.07142857142857142
Planinic,L. Murray,31,0.03225806451612903
Planinic,M. Jackson,8,0.125
Planinic,N. Krstic,8,0.125
Planinic,R. Jefferson,14,0.07142857142857142
Planinic,S. Padgett,8,0.125
Planinic,V. Carter,2,0.5
Pleiss,C. Johnson,5,0.2
Plowden,D. Barlow,2,0.5
Plowden,D. Cardwell,7,0.14285714285714285
Plowden,D. Carter,10,0.1
Plowden,D. DeRozan,3,0.3333333333333333
Plowden,D. Eubanks,4,0.25
Plowden,D. McDermott,11,0.09090909090909091
Plowden,I. Stevens,2,0.5
Plowden,J. Toppin,3,0.3333333333333333
Plowden,K. Hayes,5,0.2
Plowden,M. Monk,14,0.07142857142857142
Plowden,M. Raynaud,17,0.058823529411764705
Plowden,N. Clifford,13,0.07692307692307693
Plowden,P. Achiuwa,11,0.09090909090909091
Plowden,R. Westbrook,3,0.3333333333333333
Plumlee,A. Aminu,182,0.005494505494505495
Plumlee,A. Anderson,38,0.02631578947368421
Plumlee,A. Blatche,7,0.14285714285714285
Plumlee,A. Coffey,18,0.05555555555555555
Plumlee,A. Crabbe,115,0.008695652173913044
Plumlee,A. Kirilenko,2,0.5
Plumlee,A. Reeves,3,0.3333333333333333
Plumlee,B. Beal,60,0.016666666666666666
Plumlee,B. Bogdanovic,10,0.1
Plumlee,B. Bol,26,0.038461538461538464
Plumlee,B. Boston,11,0.09090909090909091
Plumlee,B. Griffin,15,0.06666666666666667
Plumlee,B. Hyland,14,0.07142857142857142
Plumlee,B. Lopez,2,0.5
Plumlee,B. McGowens,5,0.2
Plumlee,B. Roberts,5,0.2
Plumlee,C. Anthony,3,0.3333333333333333
Plumlee,C. Frye,10,0.1
Plumlee,C. Gillespie,7,0.14285714285714285
Plumlee,C. Jefferson,2,0.5
Plumlee,C. Joseph,10,0.1
Plumlee,C. Kaman,2,0.5
Plumlee,C. Martin,35,0.02857142857142857
Plumlee,C. McCollum,261,0.0038314176245210726
Plumlee,C. Randle,5,0.2
Plumlee,D. Arthur,5,0.2
Plumlee,D. Bembry,16,0.0625
Plumlee,D. Booker,53,0.018867924528301886
Plumlee,D. Dedmon,4,0.25
Plumlee,D. Fox,4,0.25
Plumlee,D. Gallinari,19,0.05263157894736842
Plumlee,D. Harris,15,0.06666666666666667
Plumlee,D. Inglis,2,0.5
Plumlee,D. Lee,9,0.1111111111111111
Plumlee,D. Lillard,309,0.003236245954692557
Plumlee,D. Rose,8,0.125
Plumlee,D. Schroder,23,0.043478260869565216
Plumlee,D. Schröder,2,0.5
Plumlee,D. Sirvydis,3,0.3333333333333333
Plumlee,D. Smith Jr.,26,0.038461538461538464
Plumlee,D. Williams,38,0.02631578947368421
Plumlee,D. Wright,36,0.027777777777777776
Plumlee,E. Bledsoe,26,0.038461538461538464
Plumlee,E. Davis,8,0.125
Plumlee,E. Gordon,6,0.16666666666666666
Plumlee,E. Ilyasova,14,0.07142857142857142
Plumlee,E. Mudiay,12,0.08333333333333333
Plumlee,E. Turner,19,0.05263157894736842
Plumlee,F. Jackson,14,0.07142857142857142
Plumlee,G. Allen,25,0.04
Plumlee,G. Antetokounmpo,14,0.07142857142857142
Plumlee,G. Dragic,50,0.02
Plumlee,G. Green,39,0.02564102564102564
Plumlee,G. Harris,157,0.006369426751592357
Plumlee,G. Hayward,139,0.007194244604316547
Plumlee,G. Henderson,28,0.03571428571428571
Plumlee,G. Vasquez,2,0.5
Plumlee,H. Barnes,3,0.3333333333333333
Plumlee,H. Diallo,2,0.5
Plumlee,I. Smith,4,0.25
Plumlee,I. Taylor,5,0.2
Plumlee,I. Thomas,42,0.023809523809523808
Plumlee,J. Bayless,15,0.06666666666666667
Plumlee,J. Collins,6,0.16666666666666666
Plumlee,J. Grant,160,0.00625
Plumlee,J. Gutierrez,16,0.0625
Plumlee,J. Harden,14,0.07142857142857142
Plumlee,J. Hernangomez,62,0.016129032258064516
Plumlee,J. Jack,26,0.038461538461538464
Plumlee,J. Jackson,83,0.012048192771084338
Plumlee,J. Johnson,64,0.015625
Plumlee,J. Jordan,2,0.5
Plumlee,J. Layman,2,0.5
Plumlee,J. Lin,11,0.09090909090909091
Plumlee,J. McDaniels,63,0.015873015873015872
Plumlee,J. Murray,192,0.005208333333333333
Plumlee,J. Nelson,6,0.16666666666666666
Plumlee,J. Okogie,5,0.2
Plumlee,J. Parker,13,0.07692307692307693
Plumlee,J. Terry,5,0.2
Plumlee,J. Thor,7,0.14285714285714285
Plumlee,K. Bates-Diop,4,0.25
Plumlee,K. Bazemore,20,0.05
Plumlee,K. Brown,2,0.5
Plumlee,K. Durant,39,0.02564102564102564
Plumlee,K. Faried,4,0.25
Plumlee,K. Garnett,14,0.07142857142857142
Plumlee,K. Hayes,11,0.09090909090909091
Plumlee,K. Huerter,4,0.25
Plumlee,K. Johnson,2,0.5
Plumlee,K. Jones,4,0.25
Plumlee,K. Knueppel,12,0.08333333333333333
Plumlee,K. Leonard,17,0.058823529411764705
Plumlee,K. Middleton,8,0.125
Plumlee,K. Oubre Jr.,132,0.007575757575757576
Plumlee,K. Simpson,3,0.3333333333333333
Plumlee,L. Babbitt,3,0.3333333333333333
Plumlee,L. Ball,172,0.005813953488372093
Plumlee,L. McNeeley,6,0.16666666666666666
Plumlee,L. Montero,2,0.5
Plumlee,M. Beasley,170,0.0058823529411764705
Plumlee,M. Belinelli,2,0.5
Plumlee,M. Bridges,109,0.009174311926605505
Plumlee,M. Brogdon,7,0.14285714285714285
Plumlee,M. Brown,9,0.1111111111111111
Plumlee,M. Delaney,4,0.25
Plumlee,M. Dellavedova,9,0.1111111111111111
Plumlee,M. Harkless,162,0.006172839506172839
Plumlee,M. Harrell,4,0.25
Plumlee,M. Kuzminskas,3,0.3333333333333333
Plumlee,M. Leonard,30,0.03333333333333333
Plumlee,M. Morris,255,0.00392156862745098
Plumlee,M. Morris Sr.,15,0.06666666666666667
Plumlee,M. Porter Jr.,75,0.013333333333333334
Plumlee,M. Teletovic,18,0.05555555555555555
Plumlee,M. Thornton,8,0.125
Plumlee,M. Williams,2,0.5
Plumlee,N. Batum,19,0.05263157894736842
Plumlee,N. Jokic,87,0.011494252873563218
Plumlee,N. Jokić,6,0.16666666666666666
Plumlee,N. Powell,52,0.019230769230769232
Plumlee,N. Vonleh,35,0.02857142857142857
Plumlee,O. Ighodaro,2,0.5
Plumlee,O. Mayo,3,0.3333333333333333
Plumlee,P. Dozier,10,0.1
Plumlee,P. George,24,0.041666666666666664
Plumlee,P. Millsap,36,0.027777777777777776
Plumlee,P. Pierce,13,0.07692307692307693
Plumlee,P. Tucker,15,0.06666666666666667
Plumlee,P. Washington,96,0.010416666666666666
Plumlee,R. Baker,3,0.3333333333333333
Plumlee,R. Covington,5,0.2
Plumlee,R. Dunn,39,0.02564102564102564
Plumlee,R. Evans,2,0.5
Plumlee,R. McGruder,9,0.1111111111111111
Plumlee,R. O'Neale,26,0.038461538461538464
Plumlee,R. Vaughn,4,0.25
Plumlee,R. Westbrook,20,0.05
Plumlee,S. Bey,79,0.012658227848101266
Plumlee,S. Doumbouya,22,0.045454545454545456
Plumlee,S. James,4,0.25
Plumlee,S. Karasev,6,0.16666666666666666
Plumlee,S. Kilpatrick,3,0.3333333333333333
Plumlee,S. Lee,11,0.09090909090909091
Plumlee,S. Livingston,20,0.05
Plumlee,S. Mykhailiuk,32,0.03125
Plumlee,S. Napier,3,0.3333333333333333
Plumlee,S. Vujacic,5,0.2
Plumlee,S. Young,3,0.3333333333333333
Plumlee,T. Cavanaugh,3,0.3333333333333333
Plumlee,T. Craig,70,0.014285714285714285
Plumlee,T. Daniels,9,0.1111111111111111
Plumlee,T. Dorsey,4,0.25
Plumlee,T. Ennis,2,0.5
Plumlee,T. Frazier,2,0.5
Plumlee,T. Graham,2,0.5
Plumlee,T. Jones,25,0.04
Plumlee,T. Lydon,3,0.3333333333333333
Plumlee,T. Lyles,110,0.00909090909090909
Plumlee,T. Maledon,10,0.1
Plumlee,T. Mann,44,0.022727272727272728
Plumlee,T. Prince,19,0.05263157894736842
Plumlee,T. Rozier,249,0.004016064257028112
Plumlee,T. Salaün,2,0.5
Plumlee,T. Snell,9,0.1111111111111111
Plumlee,T. Washington Jr.,2,0.5
Plumlee,T. Young,21,0.047619047619047616
Plumlee,V. Carter,2,0.5
Plumlee,W. Barton,101,0.009900990099009901
Plumlee,W. Chandler,74,0.013513513513513514
Plumlee,W. Ellington,57,0.017543859649122806
Plumlee,W. Hernangomez,2,0.5
Plumlee,X. Moon,6,0.16666666666666666
Podziemski,A. Horford,54,0.018518518518518517
Podziemski,A. Wiggins,85,0.011764705882352941
Podziemski,B. Hield,96,0.010416666666666666
Podziemski,C. Bassey,2,0.5
Podziemski,C. Joseph,14,0.07142857142857142
Podziemski,C. Paul,32,0.03125
Podziemski,D. Green,206,0.0048543689320388345
Podziemski,D. Melton,47,0.02127659574468085
Podziemski,D. Schröder,16,0.0625
Podziemski,D. Šarić,50,0.02
Podziemski,G. Payton II,102,0.00980392156862745
Podziemski,G. Santos,101,0.009900990099009901
Podziemski,J. Butler III,111,0.009009009009009009
Podziemski,J. Kuminga,195,0.005128205128205128
Podziemski,J. Robinson,2,0.5
Podziemski,J. Rowe,3,0.3333333333333333
Podziemski,K. Anderson,17,0.058823529411764705
Podziemski,K. Knox II,5,0.2
Podziemski,K. Looney,32,0.03125
Podziemski,K. Porziņģis,16,0.0625
Podziemski,K. Thompson,113,0.008849557522123894
Podziemski,L. Cryer,12,0.08333333333333333
Podziemski,L. Quinones,19,0.05263157894736842
Podziemski,L. Waters III,20,0.05
Podziemski,M. Leons,11,0.09090909090909091
Podziemski,M. Moody,236,0.00423728813559322
Podziemski,N. Williams,11,0.09090909090909091
Podziemski,P. Spencer,19,0.05263157894736842
Podziemski,Q. Post,89,0.011235955056179775
Podziemski,S. Curry,247,0.004048582995951417
Podziemski,T. Jackson-Davis,70,0.014285714285714285
Podziemski,W. Richard,66,0.015151515151515152
Poeltl,A. Lawson,16,0.0625
Poeltl,B. Brown,17,0.058823529411764705
Poeltl,B. Caboclo,3,0.3333333333333333
Poeltl,B. Forbes,88,0.011363636363636364
Poeltl,B. Ingram,45,0.022222222222222223
Poeltl,B. Wesley,2,0.5
Poeltl,C. Boucher,20,0.05
Poeltl,C. Miles,27,0.037037037037037035
Poeltl,D. Bertans,18,0.05555555555555555
Poeltl,D. Cacok,2,0.5
Poeltl,D. Carroll,6,0.16666666666666666
Poeltl,D. Carton,3,0.3333333333333333
Poeltl,D. Cunningham,11,0.09090909090909091
Poeltl,D. DeRozan,92,0.010869565217391304
Poeltl,D. McDermott,95,0.010526315789473684
Poeltl,D. Mitchell,14,0.07142857142857142
Poeltl,D. Murray,124,0.008064516129032258
Poeltl,D. Schröder,32,0.03125
Poeltl,D. Vassell,104,0.009615384615384616
Poeltl,D. White,158,0.006329113924050633
Poeltl,D. Wright,22,0.045454545454545456
Poeltl,F. VanVleet,43,0.023255813953488372
Poeltl,G. Dick,29,0.034482758620689655
Poeltl,G. Trent Jr.,25,0.04
Poeltl,I. Quickley,103,0.009708737864077669
Poeltl,I. Roby,6,0.16666666666666666
Poeltl,J. Battle,12,0.08333333333333333
Poeltl,J. Hall,3,0.3333333333333333
Poeltl,J. Landale,3,0.3333333333333333
Poeltl,J. McDaniels,3,0.3333333333333333
Poeltl,J. Mogbo,8,0.125
Poeltl,J. Primo,20,0.05
Poeltl,J. Rhoden,2,0.5
Poeltl,J. Richardson,43,0.023255813953488372
Poeltl,J. Shead,29,0.034482758620689655
Poeltl,J. Sochan,36,0.027777777777777776
Poeltl,J. Valanciunas,2,0.5
Poeltl,J. Walter,28,0.03571428571428571
Poeltl,J. Wieskamp,3,0.3333333333333333
Poeltl,K. Bates-Diop,60,0.016666666666666666
Poeltl,K. Johnson,209,0.004784688995215311
Poeltl,K. Lowry,20,0.05
Poeltl,L. Aldridge,14,0.07142857142857142
Poeltl,L. Samanic,6,0.16666666666666666
Poeltl,L. Walker IV,92,0.010869565217391304
Poeltl,M. Belinelli,100,0.01
Poeltl,M. Branham,20,0.05
Poeltl,M. Flynn,3,0.3333333333333333
Poeltl,M. Miller,2,0.5
Poeltl,N. Powell,8,0.125
Poeltl,O. Agbaji,27,0.037037037037037035
Poeltl,O. Anunoby,96,0.010416666666666666
Poeltl,O. Porter Jr.,2,0.5
Poeltl,P. Achiuwa,4,0.25
Poeltl,P. Mills,148,0.006756756756756757
Poeltl,P. Siakam,134,0.007462686567164179
Poeltl,P. Tucker,2,0.5
Poeltl,Q. Pondexter,7,0.14285714285714285
Poeltl,R. Barrett,107,0.009345794392523364
Poeltl,R. Gay,70,0.014285714285714285
Poeltl,R. Langford,6,0.16666666666666666
Poeltl,S. Barnes,159,0.006289308176100629
Poeltl,S. Ibaka,5,0.2
Poeltl,S. Johnson,4,0.25
Poeltl,S. Mamukelashvili,6,0.16666666666666666
Poeltl,T. Jones,66,0.015151515151515152
Poeltl,T. Lyles,12,0.08333333333333333
Poeltl,W. Barton,4,0.25
Poirier,B. Wanamaker,3,0.3333333333333333
Poirier,D. Mathias,3,0.3333333333333333
Poirier,G. Hayward,3,0.3333333333333333
Poirier,J. Brown,2,0.5
Poirier,K. Walker,9,0.1111111111111111
Poirier,R. Langford,6,0.16666666666666666
Poirier,T. Maxey,2,0.5
Pokusevski,A. Horford,9,0.1111111111111111
Pokusevski,A. Wiggins,43,0.023255813953488372
Pokusevski,B. McGowens,4,0.25
Pokusevski,B. Miller,2,0.5
Pokusevski,D. Bazley,52,0.019230769230769232
Pokusevski,D. Bertans,9,0.1111111111111111
Pokusevski,D. Favors,8,0.125
Pokusevski,D. Miller,2,0.5
Pokusevski,G. Deck,3,0.3333333333333333
Pokusevski,G. Williams,16,0.0625
Pokusevski,H. Diallo,5,0.2
Pokusevski,I. Joe,27,0.037037037037037035
Pokusevski,I. Roby,50,0.02
Pokusevski,J. Giddey,36,0.027777777777777776
Pokusevski,J. Hall,3,0.3333333333333333
Pokusevski,J. Hoard,2,0.5
Pokusevski,J. Jackson,4,0.25
Pokusevski,J. Robinson-Earl,15,0.06666666666666667
Pokusevski,J. Thor,4,0.25
Pokusevski,J. Williams,15,0.06666666666666667
Pokusevski,K. Williams,52,0.019230769230769232
Pokusevski,L. Dort,50,0.02
Pokusevski,L. Waters III,28,0.03571428571428571
Pokusevski,M. Bolden,6,0.16666666666666666
Pokusevski,M. Bridges,9,0.1111111111111111
Pokusevski,M. Brown,26,0.038461538461538464
Pokusevski,M. Muscala,36,0.027777777777777776
Pokusevski,N. Richards,2,0.5
Pokusevski,O. Dieng,6,0.16666666666666666
Pokusevski,O. Sarr,27,0.037037037037037035
Pokusevski,P. Watson,3,0.3333333333333333
Pokusevski,S. Gilgeous-Alexander,37,0.02702702702702703
Pokusevski,S. Mykhailiuk,10,0.1
Pokusevski,T. Bradley,12,0.08333333333333333
Pokusevski,T. Jerome,27,0.037037037037037035
Pokusevski,T. Maledon,73,0.0136986301369863
Pokusevski,T. Mann,35,0.02857142857142857
Pokusevski,V. Krejci,27,0.037037037037037035
Pokusevski,V. Micić,17,0.058823529411764705
Pollard,A. Johnson,14,0.07142857142857142
Pollard,B. Scalabrine,3,0.3333333333333333
Pollard,D. Granger,3,0.3333333333333333
Pollard,D. Harrison,2,0.5
Pollard,D. Jones,4,0.25
Pollard,E. House,2,0.5
Pollard,E. Snow,2,0.5
Pollard,F. Jones,2,0.5
Pollard,J. Tinsley,2,0.5
Pollard,P. Stojakovic,21,0.047619047619047616
Pollard,R. Allen,3,0.3333333333333333
Pollard,S. Jackson,16,0.0625
Pondexter,A. Ajinca,12,0.08333333333333333
Pondexter,A. Davis,58,0.017241379310344827
Pondexter,A. Daye,3,0.3333333333333333
Pondexter,A. Gray,4,0.25
Pondexter,B. Forbes,6,0.16666666666666666
Pondexter,B. Portis,2,0.5
Pondexter,B. Udrih,6,0.16666666666666666
Pondexter,C. Felicio,2,0.5
Pondexter,C. Landry,6,0.16666666666666666
Pondexter,C. Lee,8,0.125
Pondexter,C. Metu,10,0.1
Pondexter,D. Andersen,2,0.5
Pondexter,D. Arthur,12,0.08333333333333333
Pondexter,D. Bertans,4,0.25
Pondexter,D. Cunningham,22,0.045454545454545456
Pondexter,D. Eubanks,4,0.25
Pondexter,D. Motiejunas,2,0.5
Pondexter,D. Nwaba,2,0.5
Pondexter,D. West,6,0.16666666666666666
Pondexter,D. White,7,0.14285714285714285
Pondexter,E. Davis,8,0.125
Pondexter,E. Gordon,21,0.047619047619047616
Pondexter,E. Okafor,12,0.08333333333333333
Pondexter,E. Williams,2,0.5
Pondexter,G. Arenas,8,0.125
Pondexter,J. Bayless,45,0.022222222222222223
Pondexter,J. Davis,3,0.3333333333333333
Pondexter,J. Holiday,8,0.125
Pondexter,J. Jack,2,0.5
Pondexter,J. Leuer,12,0.08333333333333333
Pondexter,J. Poeltl,6,0.16666666666666666
Pondexter,J. Smith,2,0.5
Pondexter,J. Stokes,2,0.5
Pondexter,J. Withey,2,0.5
Pondexter,K. Dooling,7,0.14285714285714285
Pondexter,K. Felder,3,0.3333333333333333
Pondexter,K. Koufos,26,0.038461538461538464
Pondexter,L. Babbitt,5,0.2
Pondexter,M. Belinelli,18,0.05555555555555555
Pondexter,M. Conley,27,0.037037037037037035
Pondexter,M. Gasol,28,0.03571428571428571
Pondexter,M. Miller,3,0.3333333333333333
Pondexter,M. Speights,19,0.05263157894736842
Pondexter,M. Thornton,6,0.16666666666666666
Pondexter,N. Calathes,6,0.16666666666666666
Pondexter,N. Cole,11,0.09090909090909091
Pondexter,N. Wolters,2,0.5
Pondexter,O. Asik,20,0.05
Pondexter,O. Mayo,12,0.08333333333333333
Pondexter,P. Mills,3,0.3333333333333333
Pondexter,P. Zipser,11,0.09090909090909091
Pondexter,R. Anderson,11,0.09090909090909091
Pondexter,R. Gay,20,0.05
Pondexter,T. Allen,12,0.08333333333333333
Pondexter,T. Ariza,3,0.3333333333333333
Pondexter,T. Evans,17,0.058823529411764705
Pondexter,T. Prince,8,0.125
Pondexter,V. Carter,3,0.3333333333333333
Pondexter,W. Ellington,9,0.1111111111111111
Pondexter,W. Green,10,0.1
Pondexter,Z. Randolph,40,0.025
Ponds,M. Miller,6,0.16666666666666666
Pons,J. Culver,3,0.3333333333333333
Poole,A. Burks,27,0.037037037037037035
Poole,A. Gill,18,0.05555555555555555
Poole,A. Iguodala,24,0.041666666666666664
Poole,A. Johnson,9,0.1111111111111111
Poole,A. Lamb,58,0.017241379310344827
Poole,A. Sarr,152,0.006578947368421052
Poole,A. Smailagic,3,0.3333333333333333
Poole,A. Wiggins,329,0.00303951367781155
Poole,B. Carrington,70,0.014285714285714285
Poole,B. Coulibaly,117,0.008547008547008548
Poole,B. McGowens,12,0.08333333333333333
Poole,B. Wanamaker,3,0.3333333333333333
Poole,C. Jones,3,0.3333333333333333
Poole,C. Kispert,272,0.003676470588235294
Poole,D. Avdija,125,0.008
Poole,D. Bender,13,0.07692307692307693
Poole,D. DiVincenzo,135,0.007407407407407408
Poole,D. Gafford,58,0.017241379310344827
Poole,D. Gallinari,10,0.1
Poole,D. Green,209,0.004784688995215311
Poole,D. Jordan,2,0.5
Poole,D. Lee,110,0.00909090909090909
Poole,D. Queen,14,0.07142857142857142
Poole,D. Russell,12,0.08333333333333333
Poole,D. Wright,2,0.5
Poole,E. Omoruyi,9,0.1111111111111111
Poole,E. Paschall,62,0.016129032258064516
Poole,G. Payton II,73,0.0136986301369863
Poole,G. Robinson III,37,0.02702702702702703
Poole,H. Jones,15,0.06666666666666667
Poole,J. Alvarado,12,0.08333333333333333
Poole,J. Butler,17,0.058823529411764705
Poole,J. Champagnie,54,0.018518518518518517
Poole,J. Davis,24,0.041666666666666664
Poole,J. Evans,13,0.07692307692307693
Poole,J. Fears,28,0.03571428571428571
Poole,J. Green,60,0.016666666666666666
Poole,J. Hawkins,4,0.25
Poole,J. Kuminga,162,0.006172839506172839
Poole,J. Martin,2,0.5
Poole,J. Toscano-Anderson,64,0.015625
